"";"ABBREVIAT";"SPECIES_NR";"LETTERCODE";"RANG";"GRUPPE";"TaxonName";"STATUS_D";"N";"F";"T";"AR";"HEIMAT";"HÄUFIGK";"GEF2006";"FSKNR";"GLOB_RBD";"NAT_RBD";"UEREG_GEF";"RELEVANZ";"UEREG_BED";"HANDLUNG";"GEF1991";"RL_BALT";"RLD";"FFH_Anh";"BARTSCH";"TAX_Ind";"TAX_Bew";"RLPGMV";"FFH1";"FFH2";"FFH3";"FFH4";"FFH_FSP_1";"FFH_FSP_2";"BIOTOP";"BioNr";"BioCode";"BioName";"Para20";"StandCode";"BioTyp1";"BioTyp2";"BioTyp3";"HLRT_WM";"Massn_1";"Massn_2";"Massn_3";"Instrument"
"2067";"Suaeda altissima";6706;"SUADALT";"SPE";"S";"Suaeda altissima";"I";"4b";3;3;"";"Mittelmeergebiet, Schwarzmeergebiet, SW-AS bis Mongolei";"ss adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2068";"Suaeda maritima subsp. maritima";7045;"SUADM-M";"SSP";"S";"Suaeda maritima";"I";"1";1;1;"O x";"";"z";"3";NA;"";"";"";"";NA;"";"3";"";NA;"";"";NA;"";"K06, 06.1.1.1";1210;1310;1330;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2069";"Succisa pratensis";5813;"SCCSPRA";"SPE";"S";"Succisa pratensis";"I";"1";1;1;"x";"";"z >, fr v";"2";NA;"";"";"";"";NA;"";"2";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2070";"Succowia balearica";93854;"SCCWBAL";"SPE";"S";"Succowia balearica";"";"4b";3;3;"";"westl. Mittelmeergebiet";"ss adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2071";"Swertia perennis subsp. perennis";5817;"SWRTPER";"SSP";"S";"Swertia perennis";"I";"1";1;1;"N x";"";"s, fr z";"1";27;"!!";"";"!!!";"§";8;"!!!";"1";"";2;"";"§";4;"!";"O12.3, V12.3.1";7230;NA;NA;NA;"";"";"x";"7.3.2";"MZK";"Kalk-Zwischenmoor";"§ 20";"36.02.01";"W42";"";"";"M1";"Ungestörte Naturentwicklung schwach bis mäßig entwässerter Moore";"flankierende Maßnahmen zur Verbesserung des Naturhaushaltes";"flankierende Maßnahmen gegen Verfilzung der Vegetationsdecke";"Schutzgebiete"
"2072";"Symphoricarpos albus";24212;"SYMYALB";"SPE";"S";"Symphoricarpos albus";"N";"3";4;3;"";"N-AM";"z";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2073";"Symphytum asperum";12032;"SYMPASP";"SPE";"S";"Symphytum asperum";"N";"3";4;3;"";"Kaukasusländer";"s";"R";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2074";"Symphytum grandiflorum";11101;"SYMPGRA";"SPE";"S";"Symphytum grandiflorum";"I";"4a";4;3;"";"Kaukasus";"ss verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2075";"Symphytum grandiflorum x Symphytum x uplandicum";99030;"SYMPNRA";"SPE";"S";"Symphytum grandiflorum x Symphytum x uplandicum";"I";"4a";4;3;"";"Kultursippe";"ss verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2076";"Symphytum officinale subsp. bohemicum";24215;"SYMPBOH";"SSP";"S";"Symphytum officinale subsp. bohemicum";"I";"1";1;1;"N x?";"";"s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2077";"Symphytum officinale subsp. officinale";24918;"SYMPOFF";"SSP";"S";"Symphytum officinale subsp. officinale";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2078";"Symphytum orientale";5827;"SYMPORI";"SPE";"S";"Symphytum orientale";"N";"3";4;3;"";"Kleinasien";"ss";"1";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2079";"Symphytum tuberosum";24220;"SYMPTUB";"SPE";"S";"Symphytum tuberosum";"I";"4a";4;3;"";"S- und SO-EUR bis Ukraine";"ss verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"3";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2080";"Syringa vulgaris";5829;"SYRNVUL";"SPE";"S";"Syringa vulgaris";"";"4a";4;3;"";"Balkan";"z verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2081";"Taeniatherum caput-medusae";93858;"TNTHCAP";"SPE";"S";"Taeniatherum caput-medusae";"";"4b";3;3;"";"Mittelmeergebiet bis Mittel-AS";"ss adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2082";"Tanacetum macrophyllum";5844;"TNCTMAC";"SPE";"S";"Tanacetum macrophyllum";"";"4b";4;3;"";"SO-EUR";"s verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2083";"Tanacetum parthenium";5845;"TNCTPAR";"SPE";"S";"Tanacetum parthenium";"N";"3";4;3;"";"Balkan, Kaukasus, Transkaukasien";"z >";"3";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2084";"Tanacetum vulgare";5846;"TNCTVUL";"SPE";"S";"Tanacetum vulgare";"A/I";"2";2;2;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2086";"Taraxacum acutangulum";5422;"TRXCACU";"SPE";"S";"Taraxacum acutangulum";"";"";0;0;"";"";"";"k. A.";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2087";"Taraxacum acutifidum";14517;"TRXCCCU";"SPE";"S";"Taraxacum acutifidum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2090";"Taraxacum amphilobum";14525;"TRXCIMP";"SPE";"S";"Taraxacum amphilobum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2093";"Taraxacum ancoriferum";14495;"TRXCENC";"SPE";"S";"Taraxacum ancoriferum";"A";"3";2;2;"NO x";"";"ss";"1";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"7230";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2095";"Taraxacum atactum";11117;"TRXCATA";"SPE";"S";"Taraxacum atactum";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2097";"Taraxacum balticum";25434;"TRXCTAL";"SPE";"S";"Taraxacum balticum";"A";"3";2;2;"x";"";"z";"3";218;"!";"!";"";"";3;"!";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"1330";"";"";"3.4.3";"KGO";"Oligohalines Salzgrünland";"§ 20";"08.02, 08.05";"L15";"";"";"K4";"Pflegende Nutzung von Salzwiesen der Küste mit natürlichem Überflutungsregime";"";"";"Naturschutzgerechte Grünlandnutzung"
"2098";"Taraxacum bavaricum";25435;"TRXCBAV";"SPE";"S";"Taraxacum bavaricum";"A";"3";2;2;"NO x";"";"s";"1";NA;"!";"!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"7230";"";"x";"7.3.2";"MZK";"Kalk-Zwischenmoor";"§ 20";"36.02.01";"W42";"";"";"M1";"Ungestörte Naturentwicklung schwach bis mäßig entwässerter Moore";"flankierende Maßnahmen zur Verbesserung des Naturhaushaltes";"flankierende Maßnahmen gegen Verfilzung der Vegetationsdecke";"Schutzgebiete"
"2099";"Taraxacum borgvallii";11121;"TRXCBOR";"SPE";"S";"Taraxacum borgvallii";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2100";"Taraxacum brachyglossum";25436;"TRXCYRA";"SPE";"S";"Taraxacum brachyglossum";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2101";"Taraxacum bracteatum";25437;"TRXCMRA";"SPE";"S";"Taraxacum bracteatum";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2102";"Taraxacum brandenburgicum";14491;"TRXCURA";"SPE";"S";"Taraxacum brandenburgicum";"A";"3";2;2;"NO x";"";"s";"1";134;"";"!!!";"";"";3;"!!";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"7230";"";"x";"7.3.2";"MZK";"Kalk-Zwischenmoor";"§ 20";"36.02.01";"W42";"";"";"M1";"Ungestörte Naturentwicklung schwach bis mäßig entwässerter Moore";"flankierende Maßnahmen zur Verbesserung des Naturhaushaltes";"flankierende Maßnahmen gegen Verfilzung der Vegetationsdecke";"Schutzgebiete"
"2103";"Taraxacum caloschistum";25440;"TRXCSAL";"SPE";"S";"Taraxacum caloschistum";"";"";0;0;"";"";"";"k. A.";NA;"";"!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2104";"Taraxacum caninum";32507;"TRXCIAN";"SPE";"S";"Taraxacum caninum";"";"";0;0;"";"";"";"k. A.";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2105";"Taraxacum canoviride";14543;"TRXCCAN";"SPE";"S";"Taraxacum canoviride";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2106";"Taraxacum chlorodes";11124;"TRXCCHL";"SPE";"S";"Taraxacum chlorodes";"";"";0;0;"";"";"";"k. A.";NA;"";"!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2107";"Taraxacum chloroticum";14544;"TRXCIHL";"SPE";"S";"Taraxacum chloroticum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2108";"Taraxacum comtulum";14549;"TRXCCOM";"SPE";"S";"Taraxacum comtulum";"";"";0;0;"";"";"";"k. A.";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2112";"Taraxacum corynodes";11130;"TRXCOOR";"SPE";"S";"Taraxacum corynodes";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2114";"Taraxacum croceiflorum";11132;"TRXCCRO";"SPE";"S";"Taraxacum croceiflorum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2117";"Taraxacum densilobum";14554;"TRXCDEN";"SPE";"S";"Taraxacum densilobum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2118";"Taraxacum dilaceratum";25453;"TRXCDIL";"SPE";"S";"Taraxacum dilaceratum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2120";"Taraxacum disseminatum";25455;"TRXCEIS";"SPE";"S";"Taraxacum disseminatum";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2121";"Taraxacum dissimile";25456;"TRXCIIS";"SPE";"S";"Taraxacum dissimile";"A";"3";2;2;"fehlt";"";"vermutlich ss";"0";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"9130";"";"";"";"WBG";"Frischer bis trockener Buchenwald reicher Standorte";"(§ 20)";"43.07.05.01";"B 11, B12";"";"";"W1";"Ungestörte Entwicklung naturnaher Wälder";"";"";"Naturwaldparzellen, Kernzonen Schutzgebiete"
"2122";"Taraxacum duplidentifrons";11136;"TRXCDUP";"SPE";"S";"Taraxacum duplidentifrons";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2125";"Taraxacum euryphyllum";25461;"TRXCUUR";"SPE";"S";"Taraxacum euryphyllum";"A";"3";2;2;"S x";"";"ss";"1";51;"!";"!!!";"";"";5;"!!!";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"1330";"";"";"3.4.3";"KGO";"Oligohalines Salzgrünland";"§ 20";"08.02, 08.05";"L15";"";"";"K4";"Pflegende Nutzung von Salzwiesen der Küste mit natürlichem Überflutungsregime";"";"";"Naturschutzgerechte Grünlandnutzung"
"2126";"Taraxacum exacutum";29808;"TRXCEXA";"SPE";"S";"Taraxacum exacutum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2127";"Taraxacum expallidiforme";14558;"TRXCEXP";"SPE";"S";"Taraxacum expallidiforme";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2129";"Taraxacum fagerstroemii";14560;"TRXCFAG";"SPE";"S";"Taraxacum fagerstroemii";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2131";"Taraxacum flexile";14563;"TRXCFLE";"SPE";"S";"Taraxacum flexile";"";"";0;0;"";"";"";"k. A.";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2132";"Taraxacum florstroemii";25464;"TRXCFLO";"SPE";"S";"Taraxacum florstroemii";"";"";0;0;"";"";"";"k. A.";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2133";"Taraxacum fulgidum";14564;"TRXCFUL";"SPE";"S";"Taraxacum fulgidum";"";"";0;0;"";"";"";"k. A.";NA;"";"!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2134";"Taraxacum gelertii";11145;"TRXCGEL";"SPE";"S";"Taraxacum gelertii";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2135";"Taraxacum geminidentatum";14501;"TRXCGEM";"SPE";"S";"Taraxacum geminidentatum";"A";"3";2;2;"x";"";"ss";"1";5;"!!!";"!!!";"!!!";"";11;"!!!";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"7230";"";"x";"7.3.2";"MZK";"Kalk-Zwischenmoor";"§ 20";"36.02.01";"W42";"";"";"M1";"Ungestörte Naturentwicklung schwach bis mäßig entwässerter Moore";"flankierende Maßnahmen zur Verbesserung des Naturhaushaltes";"flankierende Maßnahmen gegen Verfilzung der Vegetationsdecke";"Schutzgebiete"
"2136";"Taraxacum gesticulans";14566;"TRXCGES";"SPE";"S";"Taraxacum gesticulans";"";"";0;0;"";"";"";"k. A.";NA;"";"!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2137";"Taraxacum gibberum";25470;"TRXCGIB";"SPE";"S";"Taraxacum gibberum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2138";"Taraxacum haematicum";25472;"TRXCHAE";"SPE";"S";"Taraxacum haematicum";"A";"3";2;2;"fehlt";"";"vermutlich z";"u";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2139";"Taraxacum hamatiforme";25473;"TRXCAAM";"SPE";"S";"Taraxacum hamatiforme";"A";"3";2;2;"fehlt";"";"vermutlich z";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2140";"Taraxacum hamatum";25474;"TRXCUAM";"SPE";"S";"Taraxacum hamatum";"A";"3";2;2;"fehlt";"";"vermutlich z";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2141";"Taraxacum hamiferum";11149;"TRXCHAM";"SPE";"S";"Taraxacum hamiferum";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";246;"";"!!";"";"";2;"?";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"x";"";"";"";"x";"";"";"";"";"";"";"o";"Pflegende Nutzung schwach entwässerter Moore mit Feuchtgrünland";"flankierende Maßnahmen zur Verbesserung des Naturhaushaltes";"";"Moorschonende Nutzung"
"2142";"Taraxacum haraldii";14568;"TRXCHAR";"SPE";"S";"Taraxacum haraldii";"";"";0;0;"";"";"";"k. A.";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2143";"Taraxacum huelphersianum";14569;"TRXCHUE";"SPE";"S";"Taraxacum huelphersianum";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2144";"Taraxacum ideomorphum";99031;"TRXCIDE";"SPE";"S";"Taraxacum ideomorphum";"";"";0;0;"";"";"End.";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2145";"Taraxacum insigne";25481;"TRXCNNS";"SPE";"S";"Taraxacum insigne";"";"";0;0;"";"";"";"k. A.";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2146";"Taraxacum intermedium";14574;"TRXCRNT";"SPE";"S";"Taraxacum intermedium";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2148";"Taraxacum isophyllum";25483;"TRXCISO";"SPE";"S";"Taraxacum isophyllum";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2149";"Taraxacum kjellmanii";25485;"TRXCKJE";"SPE";"S";"Taraxacum kjellmanii";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2150";"Taraxacum lacerifolium";11159;"TRXCLAC";"SPE";"S";"Taraxacum lacerifolium";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2153";"Taraxacum lacistophyllum";25488;"TRXCHAC";"SPE";"S";"Taraxacum lacistophyllum";"A";"3";2;2;"fehlt";"";"vermutlich v";"u";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2154";"Taraxacum laeticolor";25489;"TRXCLAE";"SPE";"S";"Taraxacum laeticolor";"";"";0;0;"";"";"";"k. A.";NA;"";"!!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2155";"Taraxacum laetum";25491;"TRXCEAE";"SPE";"S";"Taraxacum laetum";"A";"3";2;2;"fehlt";"";"vermutlich ss";"1";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2158";"Taraxacum leptoglotte";14446;"TRXCLEP";"SPE";"S";"Taraxacum leptoglotte";"A";"3";2;2;"fehlt";"";"vermutlich ss";"1";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"Feuchtwiesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2159";"Taraxacum leucopodum";14588;"TRXCLEU";"SPE";"S";"Taraxacum leucopodum";"";"";0;0;"";"";"";"k. A.";NA;"";"!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2160";"Taraxacum limbatum";25494;"TRXCLIM";"SPE";"S";"Taraxacum limbatum";"A";"3";2;2;"fehlt";"";"vermutlich ss";"D";244;"";"!!!";"";"";3;"?";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"x";"";"";"";"x";"";"";"";"";"";"";"o";"Pflegende Nutzung schwach entwässerter Moore mit Feuchtgrünland";"flankierende Maßnahmen zur Verbesserung des Naturhaushaltes";"";"Moorschonende Nutzung"
"2161";"Taraxacum linguatifrons";14468;"TRXCLIN";"SPE";"S";"Taraxacum linguatifrons";"A";"3";2;2;"fehlt";"";"vermutlich s";"D";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"x";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2163";"Taraxacum lingulatum";25497;"TRXCUIN";"SPE";"S";"Taraxacum lingulatum";"";"";0;0;"";"";"";"k. A.";NA;"";"!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
"2164";"Taraxacum litorale";14447;"TRXCLIT";"SPE";"S";"Taraxacum litorale";"A";"3";2;2;"fehlt";"";"vermutlich s";"1";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2167";"Taraxacum maculigerum";14490;"TRXCMAC";"SPE";"S";"Taraxacum maculigerum";"A";"3";2;2;"S x";"";"ss";"1";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"(1330)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2168";"Taraxacum madidum";11167;"TRXCMAD";"SPE";"S";"Taraxacum madidum";"A";"3";2;2;"N x";"";"ss";"1";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"(7230)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2170";"Taraxacum melanthoides";11171;"TRXCAEL";"SPE";"S";"Taraxacum melanthoides";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2172";"Taraxacum necessarium";14608;"TRXCNEC";"SPE";"S";"Taraxacum necessarium";"";"";0;0;"";"";"";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"D";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2173";"Taraxacum nordstedtii";25508;"TRXCNOR";"SPE";"S";"Taraxacum nordstedtii";"A";"3";2;2;"fehlt";"";"vermutlich s";"2";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2174";"Taraxacum obliquilobum";25509;"TRXCBBL";"SPE";"S";"Taraxacum obliquilobum";"";"";0;0;"";"";"";"k. A.";NA;"";"!!";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"D";"";"";"";"x";"";"";"";"";"";"";"o";"";"";"";""
